NewsHeadline	Phrase	SOHuman	Pattern	NewsCategory
Relator do Conselho de Ética na Câmara dos Deputados diz que vai absolver Edmar Moreira e está ?se lixando para opinião pública?	opinião pública	0	n, adj	
Conferência climática em Bali foi concluída; mas as opiniões divergem	opiniões divergem	-1	n, adj	
Ações da oposição boliviana afetam parcialmente envio de gás ao Brasil, admite Petrobras	oposição boliviana	0	n, adj	
Ações da oposição boliviana afetam parcialmente envio de gás ao Brasil, admite Petrobras	oposição boliviana	0	n, adj	
Sucessor de Kyoto: Onda de optimismo paira sobre Durban	optimismo paira	2	n, adj	
Presidente Cavaco Silva condena dois atentados e apela ao respeito pela ordem constitucional na Guiné-Bissau	ordem constitucional	0	n, adj	
Brasil considera que houve ruptura da ordem democrática no Egito	ordem democrática	2	n, adj	
Lula recebe prêmio de organização britânica por sua atuação na política econômica e social	organização britânica	0	n, adj	
Polícia Federal do Brasil afirma que banqueiro Daniel Dantas faz parte de uma organização criminosa	organização criminosa	-2	n, adj	
Polícia Federal do Brasil afirma que banqueiro Daniel Dantas faz parte de uma organização criminosa	organização criminosa	-2	n, adj	
Curso ensina jovens a gerir organizações políticas	organizações políticas	0	n, adj	
Conflito entre Israel e Hizbollah aumenta a tensão no Oriente Médio	oriente médio	0	n, adj	
Senado argentino aprova direito de pacientes terminais rejeitarem tratamento	pacientes terminais	-1	n, adj	
União Européia anuncia pacote econômico de 200 bilhões de euros	pacote econômico	1	n, adj	
Argentina assina acordo para adesão ao padrão brasileiro de TV digital	padrão brasileiro	0	n, adj	
Bolívia estreia padrão eleitoral biométrico	padrão eleitoral	0	n, adj	
Portugal é o 2.º país europeu com mais infecções da Gripe A (H1N1)	país europeu	0	n, adj	
Presidente deposto de Honduras diz que voltará ao país nesta quinta-feira	país nesta	0	n, adj	
Negócios entre a China e os países africanos batem recorde no ano	países africanos	0	n, adj	
China amplifica relações comerciais e políticas com países africanos	países africanos	0	n, adj	
Ebola: Brasil discute nova ajuda a países africanos	países africanos	0	n, adj	
Cúpula entre países árabes e sulamericanos ocorre no Brasil	países árabes	0	n, adj	
Ucrânia aceita reunião com países consumidores do gás russo, mas pede que não seja realizada na Rússia	países consumidores	0	n, adj	
Ucrânia aceita reunião com países consumidores do gás russo, mas pede que não seja realizada na Rússia	países consumidores	0	n, adj	
Países emergentes conseguem ampliar participação na próxima cúpula do G8	países emergentes	1	n, adj	
Países emergentes levarão ao G8 preocupação com crise dos alimentos e alta do petróleo	países emergentes	1	n, adj	
Países emergentes conseguem ampliar participação na próxima cúpula do G8	países emergentes	1	n, adj	
Países emergentes levarão ao G8 preocupação com crise dos alimentos e alta do petróleo	países emergentes	1	n, adj	
Integrante da Comissão Européia de Justiça diz que negar Holocausto é crime em vários países europeus	países europeus	0	n, adj	
Quatro países latino-americanos vão eleger novos presidentes em 2011	países latino-americanos	0	n, adj	
Aiatolá iraniano diz que países muçulmanos devem fornecer armas para o Hizbollah	países muçulmanos	0	n, adj	
Cerca de 100 jornalistas foram mortos em 2010 e Brasil está entre países perigosos para a imprensa	países perigosos	-2	n, adj	
Ajuda financeira aos países pobres pode ficar de fora de acordo sobre clima, diz Ban Ki-moon	países pobres	-2	n, adj	
FMI amplia apoio financeiro a países pobres	países pobres	-2	n, adj	
G20 destinará US$ 1,1 trilhão a países pobres prejudicados pela crise financeira	países pobres	-2	n, adj	
Ajuda financeira aos países pobres pode ficar de fora de acordo sobre clima, diz Ban Ki-moon	países pobres	-2	n, adj	
FMI amplia apoio financeiro a países pobres	países pobres	-2	n, adj	
G20 destinará US$ 1,1 trilhão a países pobres prejudicados pela crise financeira	países pobres	-2	n, adj	
Cruz Vermelha alerta países pobres para uma possível segunda onda da doença	países pobres	-2	n, adj	
Lula cobra discurso unificado dos países ricos em relação à crise mundial	países ricos	2	n, adj	
ONU alerta para falta de contribuição dos países ricos para os objetivos do milênio	países ricos	2	n, adj	
Lula cobra discurso unificado dos países ricos em relação à crise mundial	países ricos	2	n, adj	
Lula critica países ricos pelo enfraquecimento da ONU	países ricos	2	n, adj	
Na COP-15, Lula defende preservação de Quioto e cobra compromissos dos países ricos	países ricos	2	n, adj	
ONU alerta para falta de contribuição dos países ricos para os objetivos do milênio	países ricos	2	n, adj	
Países vizinhos vão desminar leste de Angola	países vizinhos	0	n, adj	
Países vizinhos vão desminar leste de Angola	países vizinhos	0	n, adj	
China supera Estados Unidos e torna-se maior parceiro comercial do Brasil	parceiro comercial	2	n, adj	
Brasil e União Européia discutem plano de parceria estratégica	parceria estratégica	2	n, adj	
Sarkozy assina acordos para aprofundar parceria estratégica Brasil-França	parceria estratégica	2	n, adj	
Brasil e União Européia discutem plano de parceria estratégica	parceria estratégica	2	n, adj	
Sarkozy assina acordos para aprofundar parceria estratégica Brasil-França	parceria estratégica	2	n, adj	
Ex-secretário geral do PT deve prestar depoimento nesta terça-feira para parlamentares brasileiros	parlamentares brasileiros	0	n, adj	
Parlamentares brasileiros comentam denúncias contra Ministro da Fazenda	parlamentares brasileiros	0	n, adj	
Parlamentares brasileiros comentam pronunciamento de Lula	parlamentares brasileiros	0	n, adj	
Polícia Federal explica que relatório enviado ao Supremo Tribunal não é indiciamento de parlamentares brasileiros envolvidos no mensalão	parlamentares brasileiros	0	n, adj	
Roberto Jefferson depõe para parlamentares brasileiros	parlamentares brasileiros	0	n, adj	
STF pede sigilo sobre documentos contra parlamentares brasileiros	parlamentares brasileiros	0	n, adj	
Veja traz os nomes de 113 parlamentares brasileiros envolvidos com a Máfia das Ambulâncias	parlamentares brasileiros	0	n, adj	
Parlamento espanhol aprova Constituição européia	parlamento espanhol	0	n, adj	
Hatoyama é eleito pelo Parlamento japonês como primeiro-ministro	parlamento japonês	0	n, adj	
Parlamento paquistanês elege candidato do PPP como novo primeiro-ministro	parlamento paquistanês	0	n, adj	
Kgalema Motlanthe é eleito presidente pelo Parlamento sul-africano	parlamento sul-africano	0	n, adj	
Parlamento turco aprova ação militar no Iraque	parlamento turco	0	n, adj	
Petrobras investirá mais de R$ 1 bi até 2011 para equipar parque tecnológico brasileiro	parque tecnológico	1	n, adj	
Participação massiva nas eleições da Etiópia	participação massiva	1	n, adj	
Elevadas concentrações de partículas finas lançam alerta em Bruxelas e flandres	partículas finas	0	n, adj	
Partido brasileiro PSOL obtém registro definitivo	partido brasileiro	0	n, adj	
Chávez participa da fundação de partido comunista único da Venezuela	partido comunista	0	n, adj	
Partido nacionalista vence as eleições de Taiwan	partido nacionalista	0	n, adj	
Professores lançam software que converte partituras musicais para o sistema braille	partituras musicais	0	n, adj	
Especialistas defendem conforto no parto normal para diminuir cesáreas no Brasil	parto normal	1	n, adj	
Especialistas divergem sobre regras da ANS que incentivam parto normal	parto normal	1	n, adj	
Mulheres recorrem à rede pública para ter parto normal	parto normal	1	n, adj	
Novo centro de parto normal será erguido pela Fiocruz, no Rio	parto normal	1	n, adj	
Planos de saúde apoiam estímulo ao parto normal	parto normal	1	n, adj	
Resolução do Ministério da Saúde estabelecerá normas de estímulo ao parto normal	parto normal	1	n, adj	
Governo jordaniano desconhece que patrulha israelense tenha sido atacada por tiros	patrulha israelense	0	n, adj	
Três embarcações brasileiras de patrulha marítima serão entregues à Namíbia	patrulha marítima	0	n, adj	
Três embarcações brasileiras de patrulha marítima serão entregues à Namíbia	patrulha marítima	0	n, adj	
Governo da China protesta contra o leilão das duas peças chinesas na França e impõe sanções à Christie?s no território chinês	peças chinesas	0	n, adj	
Segundo autópsia FARC executaram deputados com rifles AK-47 pelas costas	pelas costas	-2	n, adj	
Lula critica "aves de mau agouro" e diz que "nenhum governo fez tanto pelos pobres"	pelos pobres	-2	n, adj	
Juiz marca para dezembro apresentação de condenados a penas alternativas no mensalão	penas alternativas	-1	n, adj	
Brasil concede pensão mensal vitalícia a viúva de guerrilheiro	pensão mensal	0	n, adj	
Governador do Mato Grosso do Sul ganha pensão vitalícia de R$ 22 mil	pensão vitalícia	0	n, adj	
EUA iniciam perseguição mundial, hackers contratacam	perseguição mundial	-2	n, adj	
EUA iniciam perseguição mundial, hackers contratacam	perseguição mundial	-2	n, adj	
Argentina, México e Espanha abordam perspectivas econômicas na ONU	perspectivas econômicas	0	n, adj	
Pesquisas eleitorais terão que usar dados do IBGE	pesquisas eleitorais	0	n, adj	
Pesquisas eleitorais terão que usar dados do IBGE	pesquisas eleitorais	0	n, adj	
Banco do Brasil destina mais R$ 8,2 bilhões para oferta de crédito a pessoas físicas	pessoas físicas	0	n, adj	
Cerca de 40% das mortes por gripe A são de pessoas saudáveis e jovens, diz OMS	pessoas saudáveis	2	n, adj	
Itália prende 47 pessoas suspeitas de envolvimento com a máfia da Camorra	pessoas suspeitas	-2	n, adj	
Petrobras anuncia novo campo de petróleo leve e gás na Bacia de Santos	petróleo leve	1	n, adj	
Tropas dos Estados Unidos chegam ao porto de Brega para controlar petróleo líbio	petróleo líbio	1	n, adj	
Piloto brasileiro confirma viagem relatada na suposta "Operação Cuba"	piloto brasileiro	0	n, adj	
FDA alerta para perigos de pílula abortiva	pílula abortiva	-2	n, adj	
Morre o pintor moçambicano Malangatana Ngwenya	pintor moçambicano	0	n, adj	
Candidato pelo PSDB ao Planalto minimiza resultado da última pesquisa	planalto minimiza	0	n, adj	
Alemães protestam contra plano nuclear alemão	plano nuclear	-1	n, adj	
Bush diz a Lula que Brasil tem uma plataforma sólida para enfrentar crise	plataforma sólida	1	n, adj	
BB apresenta plataforma virtual a importadores portugueses	plataforma virtual	0	n, adj	
Ariel Sharon tem pneumonia dupla	pneumonia dupla	-2	n, adj	
Há 15 anos começava a circular o real, nova moeda nacional de poder aquisitivo estável	poder aquisitivo	0	n, adj	
Ahmadinejad diz que aquele que não curvar-se espontaneamente perante o poderio iraniano, fará isso à força	poderio iraniano	0	n, adj	
Força Sindical diz que deputado Roberto Jefferson corre risco de vida e pede para que polícia brasileira o proteja	polícia brasileira	0	n, adj	
Partido PFL exige que Roberto Jefferson receba proteção da polícia brasileira	polícia brasileira	0	n, adj	
Polícia brasileira investiga supostas doações ao PT de membros da quadrilha do desmatamento	polícia brasileira	0	n, adj	
Polícia brasileira prende quatro suspeitos de envolvimento no escândalo dos Correios	polícia brasileira	0	n, adj	
Polícia colombiana captura importante guerrilheira das FARC	polícia colombiana	0	n, adj	
Polícia cubana age com violência contra manifestantes da oposição	polícia cubana	0	n, adj	
Na Dinamarca polícia descobre plano para assassinar chargista	polícia descobre	0	n, adj	
Polícia Federal brasileira faz operação para combater contrabando via Internet	polícia federal	0	n, adj	
Ataque suicida mata chefe da polícia iraquiana	polícia iraquiana	0	n, adj	
Polícia paquistanesa prende supostos líderes de ataques em Mumbai	polícia paquistanesa	0	n, adj	
Ação da polícia portuguesa no consulado brasileiro causa embaraço diplomático	polícia portuguesa	0	n, adj	
Sindicato denuncia situação precária de policiais federais em Roraima	policiais federais	0	n, adj	
Vice-Presidente do Brasil critica política econômica	política econômica	0	n, adj	
Vice-Presidente do Brasil volta a criticar política econômica	política econômica	0	n, adj	
Lula recebe prêmio de organização britânica por sua atuação na política econômica e social	política econômica	0	n, adj	
Vice-Presidente do Brasil critica política econômica	política econômica	0	n, adj	
Vice-Presidente do Brasil volta a criticar política econômica	política econômica	0	n, adj	
Garcia critica Obama por sua atuação como negociador de política externa	política externa	0	n, adj	
Investimento público é melhor alternativa para o desenvolvimento da política fiscal, diz Coutinho	política fiscal	0	n, adj	
Investimento público é melhor alternativa para o desenvolvimento da política fiscal, diz Coutinho	política fiscal	0	n, adj	
BC afrouxa a política monetária e Selic cai para 12,75% ao ano	política monetária	0	n, adj	
Brasil fecha acordo com UE para aprofundar política social	política social	1	n, adj	
FMI se oferece como coordenador de políticas fiscais de caráter internacional	políticas fiscais	0	n, adj	
